country,country_code_2_digit,country_code_3_digit,population,year_week,week_start_date,week_end_date,source,new_hospital_occupancy_count,new_icu_occupancy_count
Sweden,SE,SWE,10230185,2020-W25,2020-06-14,2020-06-20,,,0.72
Sweden,SE,SWE,10230185,2020-W11,2020-03-08,2020-03-14,,,0.16
Sweden,SE,SWE,10230185,2020-W09,2020-02-23,2020-02-29,,,0.00
Sweden,SE,SWE,10230185,2020-W37,2020-09-06,2020-09-12,,,0.09
Sweden,SE,SWE,10230185,2020-W32,2020-08-02,2020-08-08,,,0.16
Sweden,SE,SWE,10230185,2020-W13,2020-03-22,2020-03-28,,,2.33
Sweden,SE,SWE,10230185,2020-W40,2020-09-27,2020-10-03,,,0.12
Sweden,SE,SWE,10230185,2020-W07,2020-02-09,2020-02-15,,,0.00
Sweden,SE,SWE,10230185,2020-W23,2020-05-31,2020-06-06,,,1.20
Sweden,SE,SWE,10230185,2020-W26,2020-06-21,2020-06-27,,,0.55
Sweden,SE,SWE,10230185,2020-W41,2020-10-04,2020-10-10,,,0.17
Sweden,SE,SWE,10230185,2020-W18,2020-04-26,2020-05-02,,,1.84
Sweden,SE,SWE,10230185,2020-W16,2020-04-12,2020-04-18,,,2.44
United Kingdom,UK,GBR,66647112,2020-W18,2020-04-26,2020-05-02,,14.47,
United Kingdom,UK,GBR,66647112,2020-W22,2020-05-24,2020-05-30,,6.63,
United Kingdom,UK,GBR,66647112,2020-W28,2020-07-05,2020-07-11,,1.95,
United Kingdom,UK,GBR,66647112,2020-W43,2020-10-18,2020-10-24,,10.26,
United Kingdom,UK,GBR,66647112,2020-W23,2020-05-31,2020-06-06,,5.63,
United Kingdom,UK,GBR,66647112,2020-W33,2020-08-09,2020-08-15,,1.05,
United Kingdom,UK,GBR,66647112,2020-W39,2020-09-20,2020-09-26,,3.88,
United Kingdom,UK,GBR,66647112,2020-W24,2020-06-07,2020-06-13,,4.51,
United Kingdom,UK,GBR,66647112,2020-W12,2020-03-15,2020-03-21,,4.96,
United Kingdom,UK,GBR,66647112,2020-W29,2020-07-12,2020-07-18,,1.61,
United Kingdom,UK,GBR,66647112,2020-W09,2020-02-23,2020-02-29,,0.01,
United Kingdom,UK,GBR,66647112,2020-W10,2020-03-01,2020-03-07,,0.15,
United Kingdom,UK,GBR,66647112,2020-W16,2020-04-12,2020-04-18,,20.09,
United Kingdom,UK,GBR,66647112,2020-W11,2020-03-08,2020-03-14,,0.27,
United Kingdom,UK,GBR,66647112,2020-W30,2020-07-19,2020-07-25,,1.49,
United Kingdom,UK,GBR,66647112,2020-W19,2020-05-03,2020-05-09,,11.34,
United Kingdom,UK,GBR,66647112,2020-W42,2020-10-11,2020-10-17,,10.17,
United Kingdom,UK,GBR,66647112,2020-W14,2020-03-29,2020-04-04,,32.46,
United Kingdom,UK,GBR,66647112,2020-W37,2020-09-06,2020-09-12,,2.08,
United Kingdom,UK,GBR,66647112,2020-W20,2020-05-10,2020-05-16,,9.56,
United Kingdom,UK,GBR,66647112,2020-W21,2020-05-17,2020-05-23,,8.08,
United Kingdom,UK,GBR,66647112,2020-W25,2020-06-14,2020-06-20,,3.91,
United Kingdom,UK,GBR,66647112,2020-W26,2020-06-21,2020-06-27,,3.41,
United Kingdom,UK,GBR,66647112,2020-W13,2020-03-22,2020-03-28,,20.87,
United Kingdom,UK,GBR,66647112,2020-W38,2020-09-13,2020-09-19,,2.76,
United Kingdom,UK,GBR,66647112,2020-W35,2020-08-23,2020-08-29,,1.20,
United Kingdom,UK,GBR,66647112,2020-W41,2020-10-04,2020-10-10,,7.30,
United Kingdom,UK,GBR,66647112,2020-W32,2020-08-02,2020-08-08,,1.25,
United Kingdom,UK,GBR,66647112,2020-W27,2020-06-28,2020-07-04,,2.41,
United Kingdom,UK,GBR,66647112,2020-W31,2020-07-26,2020-08-01,,1.26,
United Kingdom,UK,GBR,66647112,2020-W40,2020-09-27,2020-10-03,,5.23,
United Kingdom,UK,GBR,66647112,2020-W17,2020-04-19,2020-04-25,,15.95,
United Kingdom,UK,GBR,66647112,2020-W36,2020-08-30,2020-09-05,,1.38,
United Kingdom,UK,GBR,66647112,2020-W15,2020-04-05,2020-04-11,,27.73,
United Kingdom,UK,GBR,66647112,2020-W34,2020-08-16,2020-08-22,,1.01,
