country,country_code_2_digit,country_code_3_digit,population,year_week,week_start_date,week_end_date,source,new_hospital_occupancy_count,new_icu_occupancy_count
Latvia,LV,LVA,1919968,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",0.73,0.21
Latvia,LV,LVA,1919968,2020-W42,2020-10-11,2020-10-17,"TESSy COVID-19, national weekly data",2.71,0.31
Latvia,LV,LVA,1919968,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",0.52,0.00
Latvia,LV,LVA,1919968,2020-W37,2020-09-06,2020-09-12,"TESSy COVID-19, national weekly data",0.31,0.00
Latvia,LV,LVA,1919968,2020-W35,2020-08-23,2020-08-29,"TESSy COVID-19, national weekly data",0.21,0.00
Netherlands,NL,NLD,17282163,2020-W40,2020-09-27,2020-10-03,"TESSy COVID-19, national daily data",1.94,
Netherlands,NL,NLD,17282163,2020-W22,2020-05-24,2020-05-30,,,0.10
Netherlands,NL,NLD,17282163,2020-W41,2020-10-04,2020-10-10,,,1.06
Netherlands,NL,NLD,17282163,2020-W41,2020-10-04,2020-10-10,"TESSy COVID-19, national daily data",2.42,
Netherlands,NL,NLD,17282163,2020-W43,2020-10-18,2020-10-24,,,1.87
Netherlands,NL,NLD,17282163,2020-W18,2020-04-26,2020-05-02,,,0.49
Netherlands,NL,NLD,17282163,2020-W30,2020-07-19,2020-07-25,,,0.04
Netherlands,NL,NLD,17282163,2020-W32,2020-08-02,2020-08-08,,,0.10
Netherlands,NL,NLD,17282163,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national daily data",2.89,
Netherlands,NL,NLD,17282163,2020-W16,2020-04-12,2020-04-18,,,1.11
Netherlands,NL,NLD,17282163,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national daily data",7.59,
Netherlands,NL,NLD,17282163,2020-W38,2020-09-13,2020-09-19,"TESSy COVID-19, national daily data",1.08,
Netherlands,NL,NLD,17282163,2020-W24,2020-06-07,2020-06-13,,,0.06
Netherlands,NL,NLD,17282163,2020-W31,2020-07-26,2020-08-01,"TESSy COVID-19, national daily data",0.25,
Netherlands,NL,NLD,17282163,2020-W21,2020-05-17,2020-05-23,,,0.13
Netherlands,NL,NLD,17282163,2020-W17,2020-04-19,2020-04-25,,,0.68
Netherlands,NL,NLD,17282163,2020-W19,2020-05-03,2020-05-09,,,0.25
Netherlands,NL,NLD,17282163,2020-W15,2020-04-05,2020-04-11,,,1.89
Netherlands,NL,NLD,17282163,2020-W12,2020-03-15,2020-03-21,,,2.32
Netherlands,NL,NLD,17282163,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national daily data",2.46,
Netherlands,NL,NLD,17282163,2020-W42,2020-10-11,2020-10-17,"TESSy COVID-19, national daily data",2.87,
Netherlands,NL,NLD,17282163,2020-W30,2020-07-19,2020-07-25,"TESSy COVID-19, national daily data",0.15,
Netherlands,NL,NLD,17282163,2020-W34,2020-08-16,2020-08-22,,,0.16
Netherlands,NL,NLD,17282163,2020-W20,2020-05-10,2020-05-16,,,0.20
Netherlands,NL,NLD,17282163,2020-W42,2020-10-11,2020-10-17,,,1.53
Netherlands,NL,NLD,17282163,2020-W43,2020-10-18,2020-10-24,"TESSy COVID-19, national daily data",2.09,
Netherlands,NL,NLD,17282163,2020-W29,2020-07-12,2020-07-18,"TESSy COVID-19, national daily data",0.09,
Netherlands,NL,NLD,17282163,2020-W27,2020-06-28,2020-07-04,,,0.03
Netherlands,NL,NLD,17282163,2020-W40,2020-09-27,2020-10-03,,,0.68
Netherlands,NL,NLD,17282163,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national daily data",0.07,
Netherlands,NL,NLD,17282163,2020-W13,2020-03-22,2020-03-28,,,4.18
Netherlands,NL,NLD,17282163,2020-W25,2020-06-14,2020-06-20,,,0.03
Netherlands,NL,NLD,17282163,2020-W39,2020-09-20,2020-09-26,,,0.51
Netherlands,NL,NLD,17282163,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national daily data",0.62,
Netherlands,NL,NLD,17282163,2020-W20,2020-05-10,2020-05-16,"TESSy COVID-19, national daily data",0.53,
Netherlands,NL,NLD,17282163,2020-W32,2020-08-02,2020-08-08,"TESSy COVID-19, national daily data",0.34,
Netherlands,NL,NLD,17282163,2020-W09,2020-02-23,2020-02-29,,,0.02
Netherlands,NL,NLD,17282163,2020-W21,2020-05-17,2020-05-23,"TESSy COVID-19, national daily data",0.34,
Netherlands,NL,NLD,17282163,2020-W36,2020-08-30,2020-09-05,"TESSy COVID-19, national daily data",0.33,
Netherlands,NL,NLD,17282163,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national daily data",0.02,
Netherlands,NL,NLD,17282163,2020-W39,2020-09-20,2020-09-26,"TESSy COVID-19, national daily data",1.55,
Netherlands,NL,NLD,17282163,2020-W26,2020-06-21,2020-06-27,"TESSy COVID-19, national daily data",0.08,
Netherlands,NL,NLD,17282163,2020-W22,2020-05-24,2020-05-30,"TESSy COVID-19, national daily data",0.32,
Netherlands,NL,NLD,17282163,2020-W38,2020-09-13,2020-09-19,,,0.30
Netherlands,NL,NLD,17282163,2020-W26,2020-06-21,2020-06-27,,,0.03
Netherlands,NL,NLD,17282163,2020-W10,2020-03-01,2020-03-07,,,0.10
Netherlands,NL,NLD,17282163,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national daily data",1.46,
Netherlands,NL,NLD,17282163,2020-W24,2020-06-07,2020-06-13,"TESSy COVID-19, national daily data",0.14,
Netherlands,NL,NLD,17282163,2020-W27,2020-06-28,2020-07-04,"TESSy COVID-19, national daily data",0.03,
Netherlands,NL,NLD,17282163,2020-W31,2020-07-26,2020-08-01,,,0.09
Netherlands,NL,NLD,17282163,2020-W28,2020-07-05,2020-07-11,"TESSy COVID-19, national daily data",0.05,
Netherlands,NL,NLD,17282163,2020-W37,2020-09-06,2020-09-12,,,0.17
Netherlands,NL,NLD,17282163,2020-W25,2020-06-14,2020-06-20,"TESSy COVID-19, national daily data",0.09,
Netherlands,NL,NLD,17282163,2020-W35,2020-08-23,2020-08-29,"TESSy COVID-19, national daily data",0.24,
Netherlands,NL,NLD,17282163,2020-W11,2020-03-08,2020-03-14,,,0.60
Netherlands,NL,NLD,17282163,2020-W14,2020-03-29,2020-04-04,,,3.50
Netherlands,NL,NLD,17282163,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national daily data",0.18,
Netherlands,NL,NLD,17282163,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national daily data",4.37,
Netherlands,NL,NLD,17282163,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national daily data",0.04,
Netherlands,NL,NLD,17282163,2020-W33,2020-08-09,2020-08-15,,,0.15
Netherlands,NL,NLD,17282163,2020-W23,2020-05-31,2020-06-06,,,0.13
Netherlands,NL,NLD,17282163,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national daily data",19.00,
Netherlands,NL,NLD,17282163,2020-W29,2020-07-12,2020-07-18,,,0.02
Netherlands,NL,NLD,17282163,2020-W37,2020-09-06,2020-09-12,"TESSy COVID-19, national daily data",0.50,
Netherlands,NL,NLD,17282163,2020-W33,2020-08-09,2020-08-15,"TESSy COVID-19, national daily data",0.42,
Netherlands,NL,NLD,17282163,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national daily data",0.98,
Netherlands,NL,NLD,17282163,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national daily data",0.01,
Netherlands,NL,NLD,17282163,2020-W36,2020-08-30,2020-09-05,,,0.09
Netherlands,NL,NLD,17282163,2020-W35,2020-08-23,2020-08-29,,,0.07
Netherlands,NL,NLD,17282163,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national daily data",13.35,
Netherlands,NL,NLD,17282163,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national daily data",10.83,
Netherlands,NL,NLD,17282163,2020-W23,2020-05-31,2020-06-06,"TESSy COVID-19, national daily data",0.19,
Netherlands,NL,NLD,17282163,2020-W34,2020-08-16,2020-08-22,"TESSy COVID-19, national daily data",0.25,
Netherlands,NL,NLD,17282163,2020-W28,2020-07-05,2020-07-11,,,0.04
Portugal,PT,PRT,10276617,2020-W43,2020-10-18,2020-10-24,"TESSy COVID-19, national daily data",2.38,
Portugal,PT,PRT,10276617,2020-W26,2020-06-21,2020-06-27,"TESSy COVID-19, national daily data",1.26,
Portugal,PT,PRT,10276617,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national daily data",0.09,
Portugal,PT,PRT,10276617,2020-W40,2020-09-27,2020-10-03,"TESSy COVID-19, national daily data",1.55,
Portugal,PT,PRT,10276617,2020-W36,2020-08-30,2020-09-05,"TESSy COVID-19, national daily data",1.16,
Portugal,PT,PRT,10276617,2020-W33,2020-08-09,2020-08-15,"TESSy COVID-19, national daily data",0.58,
Portugal,PT,PRT,10276617,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national daily data",4.36,
Portugal,PT,PRT,10276617,2020-W32,2020-08-02,2020-08-08,"TESSy COVID-19, national daily data",0.79,
Portugal,PT,PRT,10276617,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national daily data",6.47,
Portugal,PT,PRT,10276617,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national daily data",0.16,
Portugal,PT,PRT,10276617,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national daily data",2.27,
Portugal,PT,PRT,10276617,2020-W42,2020-10-11,2020-10-17,"TESSy COVID-19, national daily data",2.43,
Portugal,PT,PRT,10276617,2020-W27,2020-06-28,2020-07-04,"TESSy COVID-19, national daily data",1.05,
Portugal,PT,PRT,10276617,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national daily data",6.66,
Portugal,PT,PRT,10276617,2020-W30,2020-07-19,2020-07-25,"TESSy COVID-19, national daily data",0.78,
Portugal,PT,PRT,10276617,2020-W39,2020-09-20,2020-09-26,"TESSy COVID-19, national daily data",1.48,
Portugal,PT,PRT,10276617,2020-W20,2020-05-10,2020-05-16,"TESSy COVID-19, national daily data",1.45,
Portugal,PT,PRT,10276617,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national daily data",1.64,
Portugal,PT,PRT,10276617,2020-W35,2020-08-23,2020-08-29,"TESSy COVID-19, national daily data",0.79,
Portugal,PT,PRT,10276617,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national daily data",0.09,
Portugal,PT,PRT,10276617,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national daily data",0.16,
Portugal,PT,PRT,10276617,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national daily data",0.81,
Portugal,PT,PRT,10276617,2020-W37,2020-09-06,2020-09-12,"TESSy COVID-19, national daily data",1.39,
Portugal,PT,PRT,10276617,2020-W41,2020-10-04,2020-10-10,"TESSy COVID-19, national daily data",1.77,
Portugal,PT,PRT,10276617,2020-W22,2020-05-24,2020-05-30,"TESSy COVID-19, national daily data",1.47,
Portugal,PT,PRT,10276617,2020-W28,2020-07-05,2020-07-11,"TESSy COVID-19, national daily data",1.13,
Portugal,PT,PRT,10276617,2020-W34,2020-08-16,2020-08-22,"TESSy COVID-19, national daily data",0.64,
Portugal,PT,PRT,10276617,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national daily data",4.15,
Portugal,PT,PRT,10276617,2020-W24,2020-06-07,2020-06-13,"TESSy COVID-19, national daily data",1.10,
Portugal,PT,PRT,10276617,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national daily data",1.52,
Portugal,PT,PRT,10276617,2020-W21,2020-05-17,2020-05-23,"TESSy COVID-19, national daily data",1.39,
Portugal,PT,PRT,10276617,2020-W38,2020-09-13,2020-09-19,"TESSy COVID-19, national daily data",1.55,
Portugal,PT,PRT,10276617,2020-W23,2020-05-31,2020-06-06,"TESSy COVID-19, national daily data",1.11,
Portugal,PT,PRT,10276617,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national daily data",0.21,
Portugal,PT,PRT,10276617,2020-W29,2020-07-12,2020-07-18,"TESSy COVID-19, national daily data",0.97,
Portugal,PT,PRT,10276617,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national daily data",3.33,
Portugal,PT,PRT,10276617,2020-W25,2020-06-14,2020-06-20,"TESSy COVID-19, national daily data",1.32,
Portugal,PT,PRT,10276617,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national daily data",1.37,
Portugal,PT,PRT,10276617,2020-W31,2020-07-26,2020-08-01,"TESSy COVID-19, national daily data",0.77,
Romania,RO,ROU,19414458,2020-W28,2020-07-05,2020-07-11,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W40,2020-09-27,2020-10-03,"TESSy COVID-19, national weekly data",54.74,
Romania,RO,ROU,19414458,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national weekly data",0.06,
Romania,RO,ROU,19414458,2020-W21,2020-05-17,2020-05-23,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W32,2020-08-02,2020-08-08,"TESSy COVID-19, national weekly data",39.73,
Romania,RO,ROU,19414458,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W27,2020-06-28,2020-07-04,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national weekly data",10.99,
Romania,RO,ROU,19414458,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W26,2020-06-21,2020-06-27,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W39,2020-09-20,2020-09-26,"TESSy COVID-19, national weekly data",48.81,
Romania,RO,ROU,19414458,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national weekly data",0.02,
Romania,RO,ROU,19414458,2020-W34,2020-08-16,2020-08-22,"TESSy COVID-19, national weekly data",39.74,
Romania,RO,ROU,19414458,2020-W31,2020-07-26,2020-08-01,"TESSy COVID-19, national weekly data",38.36,
Romania,RO,ROU,19414458,2020-W38,2020-09-13,2020-09-19,"TESSy COVID-19, national weekly data",45.00,
Romania,RO,ROU,19414458,2020-W25,2020-06-14,2020-06-20,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W35,2020-08-23,2020-08-29,"TESSy COVID-19, national weekly data",39.38,
Romania,RO,ROU,19414458,2020-W42,2020-10-11,2020-10-17,"TESSy COVID-19, national weekly data",118.79,
Romania,RO,ROU,19414458,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W23,2020-05-31,2020-06-06,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W22,2020-05-24,2020-05-30,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W30,2020-07-19,2020-07-25,"TESSy COVID-19, national weekly data",38.67,
Romania,RO,ROU,19414458,2020-W29,2020-07-12,2020-07-18,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W33,2020-08-09,2020-08-15,"TESSy COVID-19, national weekly data",22.78,
Romania,RO,ROU,19414458,2020-W41,2020-10-04,2020-10-10,"TESSy COVID-19, national weekly data",94.36,
Romania,RO,ROU,19414458,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national weekly data",0.74,
Romania,RO,ROU,19414458,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national weekly data",7.09,
Romania,RO,ROU,19414458,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W43,2020-10-18,2020-10-24,"TESSy COVID-19, national weekly data",136.04,
Romania,RO,ROU,19414458,2020-W24,2020-06-07,2020-06-13,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W20,2020-05-10,2020-05-16,"TESSy COVID-19, national weekly data",,
Romania,RO,ROU,19414458,2020-W37,2020-09-06,2020-09-12,"TESSy COVID-19, national weekly data",40.14,
Romania,RO,ROU,19414458,2020-W36,2020-08-30,2020-09-05,"TESSy COVID-19, national weekly data",41.31,
Slovenia,SI,SVN,2080908,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national weekly data",0.00,
Slovenia,SI,SVN,2080908,2020-W32,2020-08-02,2020-08-08,"TESSy COVID-19, national weekly data",0.38,
Slovenia,SI,SVN,2080908,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national weekly data",2.35,
Slovenia,SI,SVN,2080908,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national weekly data",0.00,
Slovenia,SI,SVN,2080908,2020-W40,2020-09-27,2020-10-03,"TESSy COVID-19, national weekly data",2.98,
Slovenia,SI,SVN,2080908,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",0.29,
Slovenia,SI,SVN,2080908,2020-W35,2020-08-23,2020-08-29,"TESSy COVID-19, national weekly data",0.34,
Slovenia,SI,SVN,2080908,2020-W39,2020-09-20,2020-09-26,"TESSy COVID-19, national weekly data",2.07,
Slovenia,SI,SVN,2080908,2020-W28,2020-07-05,2020-07-11,"TESSy COVID-19, national weekly data",0.38,
Slovenia,SI,SVN,2080908,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national weekly data",1.83,
Slovenia,SI,SVN,2080908,2020-W27,2020-06-28,2020-07-04,"TESSy COVID-19, national weekly data",0.53,
Slovenia,SI,SVN,2080908,2020-W23,2020-05-31,2020-06-06,"TESSy COVID-19, national weekly data",0.00,
Slovenia,SI,SVN,2080908,2020-W24,2020-06-07,2020-06-13,"TESSy COVID-19, national weekly data",0.10,
Slovenia,SI,SVN,2080908,2020-W41,2020-10-04,2020-10-10,"TESSy COVID-19, national weekly data",4.42,
Slovenia,SI,SVN,2080908,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national weekly data",3.60,
Slovenia,SI,SVN,2080908,2020-W20,2020-05-10,2020-05-16,"TESSy COVID-19, national weekly data",0.00,
Slovenia,SI,SVN,2080908,2020-W38,2020-09-13,2020-09-19,"TESSy COVID-19, national weekly data",1.97,
Slovenia,SI,SVN,2080908,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",0.72,
Slovenia,SI,SVN,2080908,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national weekly data",0.00,
Slovenia,SI,SVN,2080908,2020-W42,2020-10-11,2020-10-17,"TESSy COVID-19, national weekly data",7.59,
Slovenia,SI,SVN,2080908,2020-W31,2020-07-26,2020-08-01,"TESSy COVID-19, national weekly data",0.38,
Slovenia,SI,SVN,2080908,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national weekly data",0.87,
Slovenia,SI,SVN,2080908,2020-W21,2020-05-17,2020-05-23,"TESSy COVID-19, national weekly data",0.00,
Slovenia,SI,SVN,2080908,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national weekly data",1.44,
Slovenia,SI,SVN,2080908,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national weekly data",0.00,
Slovenia,SI,SVN,2080908,2020-W29,2020-07-12,2020-07-18,"TESSy COVID-19, national weekly data",0.29,
Slovenia,SI,SVN,2080908,2020-W22,2020-05-24,2020-05-30,"TESSy COVID-19, national weekly data",0.00,
Slovenia,SI,SVN,2080908,2020-W37,2020-09-06,2020-09-12,"TESSy COVID-19, national weekly data",1.73,
Slovenia,SI,SVN,2080908,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national weekly data",0.00,
Slovenia,SI,SVN,2080908,2020-W30,2020-07-19,2020-07-25,"TESSy COVID-19, national weekly data",0.48,
Slovenia,SI,SVN,2080908,2020-W43,2020-10-18,2020-10-24,"TESSy COVID-19, national weekly data",7.59,
Slovenia,SI,SVN,2080908,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national weekly data",2.40,
Slovenia,SI,SVN,2080908,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",0.62,
Slovenia,SI,SVN,2080908,2020-W34,2020-08-16,2020-08-22,"TESSy COVID-19, national weekly data",0.24,
Slovenia,SI,SVN,2080908,2020-W25,2020-06-14,2020-06-20,"TESSy COVID-19, national weekly data",0.00,
Slovenia,SI,SVN,2080908,2020-W33,2020-08-09,2020-08-15,"TESSy COVID-19, national weekly data",0.24,
Slovenia,SI,SVN,2080908,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",0.10,
Slovenia,SI,SVN,2080908,2020-W36,2020-08-30,2020-09-05,"TESSy COVID-19, national weekly data",0.77,
Slovenia,SI,SVN,2080908,2020-W26,2020-06-21,2020-06-27,"TESSy COVID-19, national weekly data",0.05,
Spain,ES,ESP,46937060,2020-W16,2020-04-12,2020-04-18,"TESSy COVID-19, national weekly data",6.66,0.36
Spain,ES,ESP,46937060,2020-W26,2020-06-21,2020-06-27,"TESSy COVID-19, national weekly data",0.39,0.05
Spain,ES,ESP,46937060,2020-W41,2020-10-04,2020-10-10,"TESSy COVID-19, national weekly data",9.15,0.70
Spain,ES,ESP,46937060,2020-W34,2020-08-16,2020-08-22,"TESSy COVID-19, national weekly data",6.25,0.56
Spain,ES,ESP,46937060,2020-W12,2020-03-15,2020-03-21,"TESSy COVID-19, national weekly data",49.23,4.95
Spain,ES,ESP,46937060,2020-W43,2020-10-18,2020-10-24,"TESSy COVID-19, national weekly data",6.41,0.32
Spain,ES,ESP,46937060,2020-W07,2020-02-09,2020-02-15,"TESSy COVID-19, national weekly data",0.20,0.03
Spain,ES,ESP,46937060,2020-W06,2020-02-02,2020-02-08,"TESSy COVID-19, national weekly data",0.07,0.01
Spain,ES,ESP,46937060,2020-W22,2020-05-24,2020-05-30,"TESSy COVID-19, national weekly data",0.84,0.05
Spain,ES,ESP,46937060,2020-W27,2020-06-28,2020-07-04,"TESSy COVID-19, national weekly data",0.44,0.03
Spain,ES,ESP,46937060,2020-W38,2020-09-13,2020-09-19,"TESSy COVID-19, national weekly data",8.63,0.66
Spain,ES,ESP,46937060,2020-W09,2020-02-23,2020-02-29,"TESSy COVID-19, national weekly data",2.13,0.37
Spain,ES,ESP,46937060,2020-W21,2020-05-17,2020-05-23,"TESSy COVID-19, national weekly data",0.99,0.07
Spain,ES,ESP,46937060,2020-W17,2020-04-19,2020-04-25,"TESSy COVID-19, national weekly data",3.76,0.25
Spain,ES,ESP,46937060,2020-W14,2020-03-29,2020-04-04,"TESSy COVID-19, national weekly data",21.15,1.20
Spain,ES,ESP,46937060,2020-W33,2020-08-09,2020-08-15,"TESSy COVID-19, national weekly data",4.92,0.43
Spain,ES,ESP,46937060,2020-W42,2020-10-11,2020-10-17,"TESSy COVID-19, national weekly data",9.60,0.66
Spain,ES,ESP,46937060,2020-W18,2020-04-26,2020-05-02,"TESSy COVID-19, national weekly data",2.36,0.19
Spain,ES,ESP,46937060,2020-W29,2020-07-12,2020-07-18,"TESSy COVID-19, national weekly data",0.96,0.07
Spain,ES,ESP,46937060,2020-W10,2020-03-01,2020-03-07,"TESSy COVID-19, national weekly data",10.29,1.48
Spain,ES,ESP,46937060,2020-W28,2020-07-05,2020-07-11,"TESSy COVID-19, national weekly data",0.56,0.04
Spain,ES,ESP,46937060,2020-W05,2020-01-26,2020-02-01,"TESSy COVID-19, national weekly data",0.03,0.00
Spain,ES,ESP,46937060,2020-W36,2020-08-30,2020-09-05,"TESSy COVID-19, national weekly data",8.13,0.80
Spain,ES,ESP,46937060,2020-W20,2020-05-10,2020-05-16,"TESSy COVID-19, national weekly data",1.29,0.06
Spain,ES,ESP,46937060,2020-W40,2020-09-27,2020-10-03,"TESSy COVID-19, national weekly data",7.59,0.61
Spain,ES,ESP,46937060,2020-W13,2020-03-22,2020-03-28,"TESSy COVID-19, national weekly data",35.95,2.78
Spain,ES,ESP,46937060,2020-W11,2020-03-08,2020-03-14,"TESSy COVID-19, national weekly data",38.89,4.77
Spain,ES,ESP,46937060,2020-W35,2020-08-23,2020-08-29,"TESSy COVID-19, national weekly data",7.32,0.67
Spain,ES,ESP,46937060,2020-W15,2020-04-05,2020-04-11,"TESSy COVID-19, national weekly data",12.05,0.57
Spain,ES,ESP,46937060,2020-W08,2020-02-16,2020-02-22,"TESSy COVID-19, national weekly data",0.38,0.08
Spain,ES,ESP,46937060,2020-W19,2020-05-03,2020-05-09,"TESSy COVID-19, national weekly data",1.97,0.17
Spain,ES,ESP,46937060,2020-W32,2020-08-02,2020-08-08,"TESSy COVID-19, national weekly data",3.33,0.27
Spain,ES,ESP,46937060,2020-W25,2020-06-14,2020-06-20,"TESSy COVID-19, national weekly data",0.47,0.04
Spain,ES,ESP,46937060,2020-W24,2020-06-07,2020-06-13,"TESSy COVID-19, national weekly data",0.49,0.03
Spain,ES,ESP,46937060,2020-W30,2020-07-19,2020-07-25,"TESSy COVID-19, national weekly data",1.55,0.12
Spain,ES,ESP,46937060,2020-W39,2020-09-20,2020-09-26,"TESSy COVID-19, national weekly data",8.09,0.62
Spain,ES,ESP,46937060,2020-W23,2020-05-31,2020-06-06,"TESSy COVID-19, national weekly data",0.67,0.04
Spain,ES,ESP,46937060,2020-W37,2020-09-06,2020-09-12,"TESSy COVID-19, national weekly data",8.82,0.69
Spain,ES,ESP,46937060,2020-W31,2020-07-26,2020-08-01,"TESSy COVID-19, national weekly data",2.36,0.20
Sweden,SE,SWE,10230185,2020-W29,2020-07-12,2020-07-18,,,0.14
Sweden,SE,SWE,10230185,2020-W12,2020-03-15,2020-03-21,,,0.86
Sweden,SE,SWE,10230185,2020-W28,2020-07-05,2020-07-11,,,0.14
Sweden,SE,SWE,10230185,2020-W33,2020-08-09,2020-08-15,,,0.13
Sweden,SE,SWE,10230185,2020-W06,2020-02-02,2020-02-08,,,0.00
Sweden,SE,SWE,10230185,2020-W15,2020-04-05,2020-04-11,,,2.82
Sweden,SE,SWE,10230185,2020-W36,2020-08-30,2020-09-05,,,0.08
Sweden,SE,SWE,10230185,2020-W20,2020-05-10,2020-05-16,,,1.21
Sweden,SE,SWE,10230185,2020-W34,2020-08-16,2020-08-22,,,0.08
Sweden,SE,SWE,10230185,2020-W30,2020-07-19,2020-07-25,,,0.12
Sweden,SE,SWE,10230185,2020-W27,2020-06-28,2020-07-04,,,0.33
Sweden,SE,SWE,10230185,2020-W43,2020-10-18,2020-10-24,,,0.27
Sweden,SE,SWE,10230185,2020-W21,2020-05-17,2020-05-23,,,1.09
Sweden,SE,SWE,10230185,2020-W19,2020-05-03,2020-05-09,,,1.52
Sweden,SE,SWE,10230185,2020-W17,2020-04-19,2020-04-25,,,2.33
Sweden,SE,SWE,10230185,2020-W38,2020-09-13,2020-09-19,,,0.07
Sweden,SE,SWE,10230185,2020-W22,2020-05-24,2020-05-30,,,1.19
Sweden,SE,SWE,10230185,2020-W14,2020-03-29,2020-04-04,,,2.71
Sweden,SE,SWE,10230185,2020-W42,2020-10-11,2020-10-17,,,0.19
Sweden,SE,SWE,10230185,2020-W31,2020-07-26,2020-08-01,,,0.12
Sweden,SE,SWE,10230185,2020-W10,2020-03-01,2020-03-07,,,0.03
Sweden,SE,SWE,10230185,2020-W24,2020-06-07,2020-06-13,,,0.89
Sweden,SE,SWE,10230185,2020-W39,2020-09-20,2020-09-26,,,0.08
Sweden,SE,SWE,10230185,2020-W35,2020-08-23,2020-08-29,,,0.07
Sweden,SE,SWE,10230185,2020-W08,2020-02-16,2020-02-22,,,0.00
